Gene,Alias,Fold Change,Direction,Total FPKM,Q-Value,Description
AT3G53120,VPS37-1,4.24,UP,6.78,0.5712,vacuolar protein-sorting-associated protein 37-1
AT3G53190,,1.60,DOWN,13.66,0.2812,putative pectate lyase 12
AT3G53235,,1.98,DOWN,25.21,0.6500,uncharacterized protein
AT3G53260,PAL2,1.38,DOWN,29.32,0.1653,phenylalanine ammonia-lyase 2
AT3G53280,CYP71B5,1.85,DOWN,7.74,0.4809,cytochrome P450 71B5
AT3G53370,,2.46,UP,6.22,0.7624,DNA-binding protein S1FA1
AT3G53420,PIP2,2.50,DOWN,265.30,0.0009,aquaporin PIP2-1
AT3G53430,,1.02,DOWN,61.76,1,60S ribosomal protein L12-2
AT3G53460,CP29,1.89,DOWN,305.44,0.0009,chloroplast RNA-binding protein 29
AT3G53470,,1.50,UP,20.81,0.6764,uncharacterized protein
AT3G53500,At-RS2Z,1.02,DOWN,17.69,1,RNA recognition motif and CCHC-type zinc finger domain-containing protein
AT3G53520,ATUXS1,1.36,DOWN,12.85,0.5669,UDP-glucuronic acid decarboxylase 1
AT3G53560,,1.28,UP,16.54,0.8046,tetratricopeptide repeat domain-containing protein
AT3G53580,,1.24,DOWN,26.43,0.6716,diaminopimelate epimerase
AT3G53610,RAB8,1.90,UP,14.80,0.3201,RAB GTPase-8
AT3G53620,AtPPa4,1.02,DOWN,11.67,1,pyrophosphorylase 4
AT3G53630,,6.16,DOWN,12.46,0.0385,uncharacterized protein
AT3G53670,,2.20,DOWN,8.40,0.5994,uncharacterized protein
AT3G53710,AGD6,1.00,UP,6.41,1,putative ADP-ribosylation factor GTPase-activating protein AGD6
AT3G53730,,2.56,DOWN,77.89,0.0270,histone H4
AT3G53740,,1.56,DOWN,133.06,0.0656,60S ribosomal protein L36-2
AT3G53850,,1.04,UP,11.53,1,uncharacterized protein
AT3G53870,,1.05,UP,81.22,1,40S ribosomal protein S3-2
AT3G53890,,1.80,DOWN,135.57,0.0178,40S ribosomal protein S21-1
AT3G53900,UPP,1.00,DOWN,7.41,1,uracil phosphoribosyltransferase
AT3G53920,SIGC,4.82,UP,11.49,0.0293,RNApolymerase sigma-subunit C
AT3G53970,,1.18,DOWN,9.87,1,proteasome inhibitor subunit 1 (PI31)
AT3G53980,,1.27,DOWN,27.94,0.8565,bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT3G53990,,2.30,DOWN,69.90,0.0017,universal stress protein (USP) family protein
AT3G54010,PAS1,11.80,UP,5.84,0.1534,peptidyl-prolyl isomerase PASTICCINO1
AT3G54040,,1.37,UP,9.36,0.8730,PAR1 protein
AT3G54050,HCEF1,1.33,UP,156.18,0.0136,fructose-1;6-bisphosphatase
AT3G54080,,1.08,DOWN,12.03,1,Concanavalin A-like lectin family protein
AT3G54085,,2.01,DOWN,9.28,0.6405,Yos1-like protein
AT3G54090,FLN1,1.26,UP,12.78,0.8203,fructokinase-like 1
AT3G54110,ATUCP1,1.17,DOWN,11.16,1,uncoupling mitochondrial protein 1
AT3G54140,ATPTR1,1.63,DOWN,9.92,0.3386,peptide transporter PTR1
AT3G54200,,3.45,DOWN,7.64,0.4886,late embryogenesis abundant hydroxyproline-rich glycoprotein
AT3G54210,,1.32,DOWN,300.77,0.0345,50S ribosomal protein L17
AT3G54220,SCR,1.85,UP,5.69,0.3270,protein scarecrow
AT3G54230,SUA,3.87,UP,4.80,0.0326,RNA-binding protein 5/10
AT3G54300,ATVAMP727,1.42,UP,7.48,0.8886,vesicle-associated membrane protein 727
AT3G54360,,1.02,UP,26.90,1,zinc ion binding protein
AT3G54366,,25.36,DOWN,37.37,0.0422,Unknown gene
AT3G54400,,1.46,DOWN,58.16,0.0570,aspartyl protease family protein
AT3G54480,SKP5,2.98,UP,4.80,0.4805,F-box protein SKIP5
AT3G54500,,6.41,UP,11.83,0.0038,uncharacterized protein
AT3G54540,ATGCN4,2.50,UP,6.78,0.1360,ABC transporter F family member 4
AT3G54560,HTA11,2.14,DOWN,25.30,0.2952,histone H2A
AT3G54580,,1.59,DOWN,50.52,0.0009,Proline-rich extensin-like family protein
AT3G54590,ATHRGP1,1.95,DOWN,39.82,0.0009,hydroxyproline-rich glycoprotein
AT3G54600,,1.34,DOWN,15.51,0.5769,class I glutamine amidotransferase domain-containing protein
AT3G54620,BZO2H4,3.89,UP,10.08,0.2331,basic leucine zipper 25
AT3G54640,TSA1,1.07,DOWN,16.21,1,tryptophan synthase alpha chain
AT3G54660,GR,1.04,DOWN,32.23,1,glutathione reductase
AT3G54690,,1.68,DOWN,7.60,0.6110,sugar isomerase domain-containing protein
AT3G54760,,5.15,UP,7.34,0.0289,dentin sialophosphoprotein-related protein
AT3G54810,GATA8,2.12,DOWN,6.97,0.2918,GATA transcription factor 8
AT3G54840,ARA-6,1.14,UP,20.06,1,Ras-related small GTP-binding family protein
AT3G54890,LHCA1,1.65,DOWN,1156.09,0.0009,light-harvesting complex I chlorophyll a/b binding protein 1
AT3G54900,CXIP1,1.33,DOWN,73.97,0.4641,monothiol glutaredoxin-S14
AT3G54920,PMR6,1.18,UP,30.20,0.6356,putative pectate lyase 13
AT3G55010,PUR5,2.10,DOWN,5.96,0.3495,phosphoribosylformylglycinamidine cyclo-ligase
AT3G55020,,1.59,UP,10.76,0.1925,RabGAP/TBC domain-containing protein
AT3G55040,GSTL2,1.38,UP,15.08,0.7058,glutathione transferase lambda 2
AT3G55120,TT5,5.45,DOWN,6.60,0.1830,chalcone--flavonone isomerase 1
AT3G55130,ATWBC19,1.39,UP,9.81,0.4953,ABC transporter G family member 19
AT3G55140,,1.17,UP,10.05,1,pectate lyase
AT3G55170,,1.28,DOWN,47.91,0.7364,60S ribosomal protein L35-3
AT3G55230,,1.58,DOWN,14.26,0.5160,disease resistance-responsive; dirigent domain-containing protein
AT3G55240,,3.21,DOWN,44.86,0.1085,uncharacterized protein
AT3G55250,,1.31,DOWN,33.76,0.5776,uncharacterized protein
AT3G55330,PPL1,1.08,UP,70.79,1,PsbP-like protein 1
AT3G55360,CER10,1.04,UP,19.34,1,enoyl reductase
AT3G55380,UBC14,1.97,DOWN,16.63,0.3492,ubiquitin-conjugating enzyme E2 14
AT3G55400,OVA1,1.33,DOWN,8.48,0.7068,methionyl-tRNA synthetase
AT3G55410,,1.68,UP,11.17,0.1057,2-oxoglutarate dehydrogenase; E1 component
AT3G55430,,1.92,DOWN,9.23,0.2763,O-Glycosyl hydrolases family 17 protein
AT3G55440,ATCTIMC,1.41,DOWN,207.36,0.0038,triosephosphate isomerase
AT3G55450,PBL1,1.12,DOWN,7.72,1,PBS1-like 1 kinase
AT3G55460,At-SCL30,2.64,DOWN,22.81,0.0681,SC35-like splicing factor 30
AT3G55485,,1.71,DOWN,194.67,0.0609,.
AT3G55520,,2.50,UP,9.48,0.4590,FKBP-like peptidyl-prolyl cis-trans isomerase family protein
AT3G55610,P5CS2,1.45,UP,17.56,0.2285,Gamma-glutamyl phosphate reductase
AT3G55620,emb1624,2.22,DOWN,22.09,0.1364,Translation initiation factor IF6
AT3G55630,DFD,3.45,UP,7.37,0.0990,DHFS-FPGS homolog D
AT3G55750,,1.70,DOWN,80.31,0.0649,60S ribosomal protein L35a-4
AT3G55760,,4.61,UP,4.22,0.1009,uncharacterized protein
AT3G55770,,1.26,DOWN,45.55,0.5064,GATA type zinc finger transcription factor-like protein
AT3G55800,SBPASE,1.76,UP,132.80,0.0009,Sedoheptulose-1;7-bisphosphatase
AT3G55960,,1.21,DOWN,14.51,0.9111,haloacid dehalogenase-like hydrolase domain-containing protein
AT3G55980,ATSZF1,3.04,DOWN,7.48,0.1267,zinc finger CCCH domain-containing protein 47
AT3G56010,,1.04,DOWN,20.31,1,uncharacterized protein
AT3G56020,,6.20,DOWN,3695.41,0.0009,60S ribosomal protein L41
AT3G56040,UGP3,1.09,UP,11.07,1,UDP-glucose pyrophosphorylase 3
AT3G56050,,1.51,UP,17.77,0.1953,Protein kinase family protein
AT3G56060,,1.81,DOWN,6.72,0.4444,Glucose-methanol-choline (GMC) oxidoreductase family protein
AT3G56070,ROC2,1.19,UP,21.57,1,Peptidyl-prolyl cis-trans isomerase CYP19-3
AT3G56090,FER3,2.15,DOWN,34.33,0.0357,ferritin 3
AT3G56110,PRA1.B1,1.73,DOWN,12.82,0.5559,PRA1 family protein B1
AT3G56150,ATTIF3C1,1.66,UP,26.73,0.0146,translation initiation factor eIF-3 subunit 8
AT3G56190,ASNAP,1.09,DOWN,39.97,1,alpha-soluble NSF attachment protein 2
AT3G56240,CCH,2.00,DOWN,116.68,0.0121,copper chaperone
AT3G56290,,3.08,DOWN,22.29,0.1255,uncharacterized protein
AT3G56310,,1.87,UP,20.21,0.1038,alpha-galactosidase
AT3G56340,,1.88,DOWN,94.69,0.0069,40S ribosomal protein S26-3
AT3G56360,,2.10,DOWN,187.38,0.0009,uncharacterized protein
AT3G56370,,1.25,DOWN,6.96,0.7610,leucine-rich repeat protein kinase-like protein
AT3G56460,,2.13,UP,17.50,0.0784,GroES-like zinc-binding alcohol dehydrogenase-like protein
AT3G56490,HINT1,1.42,DOWN,39.19,0.4769,HIS triad family protein 3
AT3G56580,,2.09,DOWN,8.85,0.2875,RING/U-box domain-containing protein
AT3G56590,,3.36,UP,5.76,0.0897,hydroxyproline-rich glycoprotein family protein
AT3G56630,CYP94D2,2.00,DOWN,8.05,0.3185,cytochrome P450; family 94; subfamily D; polypeptide 2
AT3G56650,,1.40,UP,17.12,0.7186,PsbP domain-containing protein 6
AT3G56680,,1.04,UP,17.66,1,Single-stranded nucleic acid binding R3H protein
AT3G56800,CAM3,1.72,DOWN,115.54,0.0164,calmodulin 3
AT3G56860,UBA2A,1.64,UP,8.05,0.2554,UBP1-associated protein 2A
AT3G56880,,1.22,DOWN,11.67,1,VQ motif-containing protein
AT3G56910,PSRP5,2.15,DOWN,299.86,0.0009,plastid-specific 50S ribosomal protein 5
AT3G56940,ACSF,1.29,DOWN,227.10,0.0101,magnesium-protoporphyrin IX monomethyl ester
AT3G56950,SIP2,1.08,DOWN,25.63,1,putative aquaporin SIP2-1
AT3G57010,,7.12,DOWN,5.15,0.1270,strictosidine synthase family protein
AT3G57020,,6.34,DOWN,17.43,0.0454,strictosidine synthase family protein
AT3G57050,CBL,1.33,UP,20.01,0.5468,cystathionine beta-lyase
AT3G57062,,1.21,DOWN,19.22,1,uncharacterized protein
AT3G57090,BIGYIN,4.45,DOWN,20.14,0.0940,protein BIGYIN1
AT3G57150,NAP57,1.59,UP,21.30,0.1203,H/ACA ribonucleoprotein complex subunit 4
AT3G57230,AGL16,4.82,UP,8.10,0.2524,protein agamous-like 16
AT3G57280,,1.84,DOWN,8.76,0.6073,Transmembrane proteins 14C
AT3G57290,ATEIF3E-1,1.49,UP,35.23,0.1137,translation initiation factor eIF-3 subunit 6
AT3G57320,,2.61,DOWN,23.43,0.1998,uncharacterized protein
AT3G57340,,1.18,UP,10.04,1,DnaJ/Hsp40 domain-containing protein
AT3G57400,,1.31,DOWN,17.24,0.6320,uncharacterized protein
AT3G57450,,2.61,DOWN,22.98,0.3345,uncharacterized protein
AT3G57490,,1.28,DOWN,8.65,0.9938,40S ribosomal protein S2-4
AT3G57520,SIP2,1.47,UP,14.00,0.2525,putative galactinol--sucrose galactosyltransferase 2
AT3G57550,AGK2,1.02,UP,9.67,1,guanylate kinase
AT3G57560,NAGK,1.10,UP,10.81,1,acetylglutamate kinase
AT3G57610,ADSS,1.83,DOWN,14.51,0.0950,adenylosuccinate synthetase
AT3G57785,,1.07,UP,20.62,1,uncharacterized protein
AT3G57870,AHUS5,1.19,DOWN,61.92,0.6266,SUMO-conjugating enzyme SCE1
AT3G57890,,1.29,UP,10.09,0.7465,Tubulin binding cofactor C domain-containing protein
AT3G57990,,1.03,UP,6.47,1,uncharacterized protein
AT3G58010,PGL34,4.27,UP,4.88,0.3598,putative plastid-lipid-associated protein 9
AT3G58030,,1.36,DOWN,8.57,0.6522,RING/U-box domain-containing protein
AT3G58120,ATBZIP61,2.43,DOWN,11.86,0.1439,basic leucine zipper transcription factor-like protein
AT3G58140,,1.57,UP,23.51,0.2162,phenylalanyl-tRNA synthetase
AT3G58170,ATBS14A,1.86,DOWN,14.32,0.5720,Bet1-like SNARE 1-1
AT3G58500,PP2A-4,1.61,DOWN,37.39,0.0654,serine/threonine-protein phosphatase PP2A-3 catalytic subunit
AT3G58510,,1.14,DOWN,16.63,0.8643,DEAD-box ATP-dependent RNA helicase 11
AT3G58550,,1.92,DOWN,11.30,0.6686,bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT3G58560,,1.66,DOWN,7.50,0.3790,carbon catabolite repressor protein 4-like 1
AT3G58610,,1.82,DOWN,70.60,0.0009,ketol-acid reductoisomerase
AT3G58660,,1.10,UP,12.53,1,ribosomal protein L1p/L10e family protein
AT3G58680,MBF1B,1.60,UP,56.21,0.1523,multiprotein-bridging factor 1b
AT3G58700,,1.88,DOWN,30.67,0.3057,60S ribosomal protein L11-2
AT3G58730,,3.25,DOWN,64.13,0.0009,V-type proton ATPase subunit D
AT3G58750,CSY2,1.96,UP,7.71,0.3143,citrate synthase 2
AT3G58840,,18.50,UP,7.58,0.5321,Tropomyosin-related protein
AT3G58850,PAR2,3.94,DOWN,9.69,0.2981,phy rapidly regulated 2 protein
AT3G58990,IPMI1,2.00,DOWN,25.26,0.1128,isopropylmalate isomerase 1
AT3G59020,,1.49,UP,7.89,0.2765,armadillo/beta-catenin-like repeat-containing protein
AT3G59040,,10.13,UP,6.04,0.1381,pentatricopeptide repeat-containing protein
AT3G59060,PIF5,2.34,UP,9.42,0.1441,transcription factor PIF5
AT3G59068,,7.80,UP,15.02,0.5700,Potential natural antisense gene; locus overlaps with AT3G59070
AT3G59070,,1.42,DOWN,6.14,0.9024,Cytochrome b561/ferric reductase transmembrane with DOMON related domain
AT3G59090,,1.45,UP,7.31,0.7121,uncharacterized protein
AT3G59280,TXR1,1.06,UP,11.85,1,Protein Transporter; Pam16
AT3G59350,,1.73,DOWN,8.58,0.3565,protein kinase family protein
AT3G59370,,1.31,DOWN,17.83,1,Vacuolar calcium-binding protein-like protein
AT3G59380,FTA,1.66,UP,12.70,0.4865,farnesyltransferase A
AT3G59400,GUN4,1.06,DOWN,107.67,1,tetrapyrrole-binding protein
AT3G59500,,2.20,DOWN,9.42,0.3752,YIF1 integral membrane domain-containing protein
AT3G59540,,3.46,DOWN,504.31,0.0009,60S ribosomal protein L38
AT3G59600,NRPE8B,1.91,DOWN,22.48,0.3410,RNA polymerase Rpb8
AT3G59640,,1.48,DOWN,8.34,0.7903,glycine-rich protein
AT3G59650,,2.21,DOWN,11.17,0.4891,mitochondrial ribosomal protein L51/S25/CI-B8 family protein
AT3G59760,OASC,2.06,UP,10.38,0.3717,cysteine synthase
AT3G59780,,2.66,UP,12.18,0.0194,rhodanese/Cell cycle control phosphatase-like protein
AT3G59810,,1.70,DOWN,17.70,0.5420,U6 snRNA-associated Sm-like protein LSm6
AT3G59910,,1.05,UP,11.51,1,F-box/ankyrin repeat protein SKIP35
AT3G59920,ATGDI2,1.13,DOWN,37.31,0.8323,RAB GDP dissociation inhibitor 2
AT3G59940,,1.13,UP,43.82,0.7976,F-box/kelch-repeat protein SKIP20
AT3G59970,MTHFR1,1.16,UP,46.00,0.5909,methylenetetrahydrofolate reductase 1
AT3G59980,,2.08,DOWN,21.03,0.2436,Nucleic acid-binding; OB-fold-like protein
AT3G59990,MAP2B,1.66,UP,8.07,0.4809,methionine aminopeptidase 2B
AT3G60030,SPL12,1.29,UP,8.43,0.5813,squamosa promoter-binding-like protein 12
AT3G60080,,1.45,DOWN,20.74,0.3944,RING/U-box domain-containing protein
AT3G60210,,1.89,DOWN,31.63,0.2453,GroES-like family protein
AT3G60240,EIF4G,2.06,UP,6.28,0.0270,translation initiation factor eIF-4F
AT3G60245,,1.54,DOWN,592.09,0.0009,60S ribosomal protein L37a-2
AT3G60250,CKB3,1.13,UP,11.33,1,casein kinase 2 subunit beta-3
AT3G60300,,2.12,UP,13.08,0.1788,ubiquitin-protein ligase RNF25
AT3G60320,,2.48,UP,6.32,0.0762,uncharacterized protein
AT3G60340,,1.28,UP,15.96,0.8184,palmitoyl protein thioesterase family protein
AT3G60370,,1.05,UP,14.18,1,FKBP-type peptidyl-prolyl cis-trans isomerase 6
AT3G60410,,4.62,UP,8.75,0.1216,uncharacterized protein
AT3G60450,,1.30,DOWN,11.92,1,phosphoglycerate mutase-like protein
AT3G60520,,1.74,UP,15.93,0.5938,uncharacterized protein
AT3G60530,GATA4,1.42,DOWN,24.97,0.4878,GATA transcription factor 4
AT3G60600,VAP27,1.68,DOWN,26.32,0.1128,vesicle associated protein
AT3G60630,HAM2,1.76,DOWN,6.37,0.3578,scarecrow-like protein 22
AT3G60750,,1.21,UP,242.11,0.0025,Transketolase
AT3G60770,,1.17,UP,144.96,0.5377,40S ribosomal protein S13-1
AT3G60820,PBF1,1.23,DOWN,32.51,0.7368,proteasome subunit beta type-1
AT3G60880,DHDPS,1.30,DOWN,8.08,0.9084,dihydrodipicolinate synthase 1
AT3G60910,,1.32,UP,14.41,0.9006,S-adenosyl-L-methionine-dependent methyltransferase-like protein
AT3G61050,NTMC2TYPE4,1.35,UP,15.38,0.5562,calcium-dependent lipid-binding domain-containing protein
AT3G61070,PEX11E,1.04,DOWN,5.84,1,peroxisomal membrane protein 11E
AT3G61080,,2.36,UP,14.55,0.1169,protein kinase-like protein
AT3G61130,GAUT1,1.12,UP,14.70,0.9924,alpha-1;4-galacturonosyltransferase 1
AT3G61140,SK31,2.02,UP,7.67,0.3100,COP9 signalosome complex subunit 1
AT3G61180,,1.83,UP,9.23,0.4529,RING/U-box domain-containing protein
AT3G61198,,1.16,DOWN,13.68,1,other RNA
AT3G61200,,1.14,DOWN,20.20,1,thioredoxin family protein
AT3G61220,,1.20,UP,13.94,1,(+)-neomenthol dehydrogenase
AT3G61240,,2.03,UP,6.89,0.1795,DEAD-box ATP-dependent RNA helicase 12
AT3G61260,,2.24,UP,38.64,0.0270,remorin-like protein
AT3G61430,ATPIP1,1.24,DOWN,108.53,0.2249,aquaporin PIP1-1
AT3G61440,CYSC1,1.59,UP,127.44,0.0009,cysteine synthase C1
AT3G61460,BRH1,2.52,DOWN,30.40,0.1930,brassinosteroid-responsive RING-H2
AT3G61470,LHCA2,1.54,DOWN,1099.95,0.0009,photosystem I light harvesting complex protein
AT3G61550,,4.42,DOWN,15.90,0.0942,RING-H2 finger protein ATL68
AT3G61580,,1.60,DOWN,47.19,0.0255,Fatty acid/sphingolipid desaturase
AT3G61600,POB1,1.13,DOWN,8.59,1,POZ/BTB containin G-protein 1
AT3G61770,,1.31,DOWN,28.53,0.6661,Acid phosphatase/vanadium-dependent haloperoxidase-related protein
AT3G61790,,1.83,DOWN,7.04,0.5194,E3 ubiquitin-protein ligase SINAT3
AT3G61820,,3.20,DOWN,19.09,0.0458,aspartyl protease-like protein
AT3G61860,RS31,1.73,UP,11.26,0.4172,arginine/serine-rich-splicing factor RSP31
AT3G61870,,1.19,UP,72.98,0.5603,uncharacterized protein
AT3G62020,GLP10,1.27,DOWN,8.74,1,germin-like protein subfamily 2 member 4
AT3G62030,ROC4,1.22,UP,130.29,0.2939,Peptidyl-prolyl cis-trans isomerase CYP20-3
AT3G62040,,3.03,UP,17.23,0.2208,haloacid dehalogenase-like hydrolase domain-containing protein
AT3G62110,,1.60,DOWN,9.59,0.4366,glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein
AT3G62120,,1.18,DOWN,15.20,0.8203,prolyl-tRNA synthetase
AT3G62130,,1.82,DOWN,6.68,0.3449,epimerase-related protein
AT3G62190,,1.40,DOWN,23.48,0.9790,chaperone DnaJ domain-containing protein
AT3G62250,UBQ5,1.33,DOWN,236.06,0.0755,ubiquitin-40S ribosomal protein S27a-3
AT3G62290,ATARFA1E,1.91,DOWN,414.42,0.0009,ADP-ribosylation factor A1E
AT3G62370,,1.17,DOWN,10.55,1,heme binding protein
AT3G62400,,1.88,DOWN,90.41,0.1271,cytochrome c oxidase subunit 5C-2
AT3G62410,CP12,1.78,UP,207.88,0.0009,CP12 domain-containing protein 2
AT3G62420,CPuORF3,1.44,DOWN,18.05,0.5982,basic region/leucine zipper motif 53 protein
AT3G62450,,1.82,DOWN,127.25,0.7373,uncharacterized protein
AT3G62530,,2.20,DOWN,81.97,0.0009,armadillo/beta-catenin-like repeat-containing protein
AT3G62550,,1.04,UP,86.77,1,putative adenine nucleotide alpha hydrolase domain-containing universal stress protein
AT3G62560,,1.22,DOWN,13.57,1,GTP-binding protein SAR1
AT3G62580,,1.06,UP,27.05,1,Late embryogenesis abundant protein (LEA) family protein
AT3G62600,ATERDJ3B,2.01,UP,15.45,0.1158,DNAJ heat shock family protein
AT3G62630,,1.46,DOWN,9.39,0.5614,uncharacterized protein
AT3G62650,,1.05,DOWN,78.44,1,uncharacterized protein
AT3G62660,GATL7,2.21,DOWN,14.37,0.0876,putative galacturonosyltransferase-like 7
AT3G62680,PRP3,1.03,UP,29.80,1,proline-rich protein 3
AT3G62700,ABCC14,2.56,UP,10.71,0.0009,ABC transporter C family member 14
AT3G62750,BGLU8,3.37,UP,10.97,0.1398,beta glucosidase 8
AT3G62770,AtATG18a,1.18,DOWN,10.71,1,transducin/WD40 domain-containing protein
AT3G62790,,1.36,DOWN,151.85,0.1912,NADH dehydrogenase (ubiquinone) Fe-S protein 5
AT3G62820,,2.90,UP,6.61,0.4919,plant invertase/pectin methylesterase inhibitor domain-containing protein
AT3G62830,UXS2,1.37,DOWN,10.02,0.6668,UDP-glucuronic acid decarboxylase
AT3G62840,,1.19,UP,55.93,0.8197,small nuclear ribonucleoprotein D2
AT3G62870,,1.16,DOWN,81.41,0.5931,60S ribosomal protein L7a-2
AT3G62910,APG3,4.96,UP,6.41,0.4437,Peptide chain release factor 1
AT3G62920,,2.56,DOWN,14.81,0.5926,uncharacterized protein
AT3G62940,,5.32,UP,5.62,0.1550,cysteine proteinases family protein
AT3G62980,TIR1,1.33,DOWN,15.32,0.4551,protein TRANSPORT INHIBITOR RESPONSE 1
AT3G63000,NPL41,1.45,UP,6.43,0.7597,nuclear protein localization protein 4-like protein
AT3G63052,,3.24,UP,44.59,0.8154,uncharacterized protein
AT3G63080,ATGPX5,3.08,UP,11.88,0.1013,glutathione peroxidase
AT3G63120,CYCP1,2.02,DOWN,9.78,0.5147,cyclin-U3-1
AT3G63140,CSP41A,1.35,DOWN,120.84,0.0045,chloroplast stem-loop binding protein-41
AT3G63160,,1.21,DOWN,1158.74,0.0151,uncharacterized protein
AT3G63190,cpRRF,1.06,UP,37.61,1,ribosome-recycling factor
AT3G63200,PLP9,1.98,DOWN,12.05,0.1324,PATATIN-like protein 9
AT3G63210,MARD1,2.39,DOWN,15.26,0.0506,uncharacterized protein
AT3G63250,HMT-2,1.71,UP,5.95,0.4942,homocysteine S-methyltransferase 2
AT3G63260,ATMRK1,1.30,DOWN,12.47,0.6667,protein kinase family protein
AT3G63310,BIL4,1.93,UP,15.37,0.3386,BAX inhibitor-1 motif-containing protein
AT3G63390,,2.26,DOWN,15.08,0.1864,uncharacterized protein
AT3G63410,VTE3,1.11,DOWN,65.84,0.7465,MPBQ/MSBQ methyltransferase
AT3G63420,GG1,1.48,DOWN,6.22,1,Ggamma-subunit 1
AT3G63460,,1.55,UP,13.95,0.0743,protein transport protein SEC31
AT3G63490,,1.22,UP,77.68,0.2878,50S ribosomal protein L1
AT3G63500,,2.15,UP,8.38,0.1686,uncharacterized protein
AT3G63520,CCD1,2.62,UP,24.23,0.0032,carotenoid cleavage dioxygenase 1
AT3G63530,BB2,3.47,UP,5.38,0.3669,E3 ubiquitin ligase BIG BROTHER
AT3G63540,,2.54,DOWN,376.99,0.0009,Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein
AT3G66654,,2.55,DOWN,5.80,0.2761,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein
AT4G00030,,1.11,DOWN,16.46,1,putative plastid-lipid-associated protein 11
AT4G00050,UNE10,1.23,UP,11.24,0.8584,transcription factor UNE10
AT4G00165,,1.25,DOWN,24.65,0.9415,bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT4G00180,YAB3,2.26,DOWN,11.28,0.1142,axial regulator YABBY 3
AT4G00270,,1.32,UP,19.34,0.6883,DNA-binding storekeeper protein-related transcriptional regulator
AT4G00300,,1.72,DOWN,19.00,0.1866,fringe-related protein
AT4G00330,CRCK2,1.10,UP,9.89,1,calmodulin-binding receptor-like cytoplasmic kinase 2
AT4G00355,,2.99,DOWN,12.57,0.0805,uncharacterized protein
AT4G00360,CYP86A2,2.38,DOWN,58.64,0.0009,cytochrome P450 86A2
AT4G00370,ANTR2,1.26,DOWN,18.32,0.6698,putative anion transporter 2
AT4G00400,GPAT8,4.57,DOWN,13.01,0.0207,glycerol-3-phosphate acyltransferase
AT4G00420,,1.31,DOWN,6.99,1,Double-stranded RNA-binding domain (DsRBD)-containing protein
AT4G00430,TMP-C,1.64,DOWN,90.14,0.0038,putative aquaporin PIP1-4
AT4G00490,BMY9,1.75,UP,6.71,0.3599,beta-amylase 2
AT4G00530,,2.18,UP,35.93,0.5484,uncharacterized protein
AT4G00560,,1.13,DOWN,11.56,1,Rossmann-fold NAD(P)-binding domain-containing protein
AT4G00570,NAD-ME2,1.35,UP,9.91,0.6141,malate dehydrogenase (decarboxylating)
AT4G00585,,1.58,DOWN,37.89,0.4250,uncharacterized protein
AT4G00630,KEA2,2.14,UP,6.36,0.0794,K(+) efflux antiporter 2
AT4G00680,ADF8,3.65,DOWN,8.86,0.4739,actin depolymerizing factor 8
AT4G00710,BSK3,1.28,UP,9.75,0.7452,BR-signaling kinase 3
AT4G00720,ASKTHETA,1.40,DOWN,10.70,0.4633,Shaggy-related protein kinase theta
AT4G00730,ANL2,1.43,DOWN,10.81,0.2561,homeobox-leucine zipper protein ANTHOCYANINLESS 2
AT4G00740,,1.56,DOWN,8.07,0.4713,putative methyltransferase PMT13
AT4G00780,,1.00,DOWN,25.38,1,TRAF-like family protein
AT4G00810,,1.78,DOWN,146.29,0.0075,60S acidic ribosomal protein P1-2
AT4G00830,,1.19,UP,10.38,0.9084,RNA recognition motif-containing protein
AT4G00860,ATOZI1,1.80,DOWN,36.91,0.3082,uncharacterized protein
AT4G00895,,1.50,DOWN,87.48,0.1270,ATPase; F1 complex; OSCP/delta subunit protein
AT4G00950,MEE47,1.00,DOWN,7.90,1,uncharacterized protein
AT4G00975,,6.47,DOWN,4.56,0.4050,other RNA
AT4G01000,,1.74,UP,14.86,0.1603,ubiquitin family protein
AT4G01037,WTF1,1.72,UP,9.03,0.3382,ubiquitin carboxyl-terminal hydrolase-like protein
AT4G01040,,2.12,DOWN,6.78,0.4505,glycosyl hydrolase family 18 protein
AT4G01050,TROL,1.24,DOWN,70.49,0.1511,thylakoid rhodanese-like protein
AT4G01060,CPL3,2.64,DOWN,6.92,0.9963,CAPRICE-like MYB3
AT4G01070,GT72B1,2.32,DOWN,27.82,0.0126,hydroquinone glucosyltransferase
AT4G01100,ADNT1,1.22,UP,39.95,0.6181,adenine nucleotide transporter 1
AT4G01150,,1.06,UP,552.87,0.7253,uncharacterized protein
AT4G01290,,2.04,UP,5.42,0.1291,uncharacterized protein
